security_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv,data_date
300310.SZ,2014-06-30,19.25,5.9865,5.9865,1.12,114.3047,113.0671,6.8475,6.2453,6.221,,0.2,22880.0,5720.0,5720.0,440440.0,110110.0,2023-08-05
600531.SH,2014-06-30,9.55,0.9398,1.6332,0.47,,,2.0797,0.2497,0.287,0.5236,,29525.0776,29525.0776,16989.7116,281964.4911,281964.4911,2023-08-05
002523.SZ,2014-06-30,6.05,2.0409,2.4458,1.1,72.9114,108.2463,1.888,4.3712,4.5254,0.6357,0.8264,33280.0,23710.3257,19785.5231,201344.0,143447.4705,2023-08-05
002498.SZ,2014-06-30,7.18,0.2415,1.7623,1.28,17.7611,17.8396,1.9216,1.6028,1.5701,1.3928,1.8106,107316.0,105750.0,14489.814,770528.88,759285.0,2023-08-05
600338.SH,2014-06-30,10.03,3.1053,4.401,0.56,76.044,89.3193,157.6004,1.0121,1.0303,0.0,,15833.3333,15833.3333,11171.9833,158808.333,158808.333,2023-08-05
600969.SH,2014-06-30,12.17,0.7923,1.3872,3.09,20.2173,19.8388,1.6681,1.1653,1.1468,1.3677,1.485,21026.772,21026.772,12009.5485,255895.8152,255895.8152,2023-08-05
600272.SH,2014-06-30,12.35,2.2668,4.0885,1.11,117.9345,52.9265,7.2282,3.4919,3.4262,0.1619,,24300.0,16000.0,8871.0217,300105.0,197600.0,2023-08-05
300032.SZ,2014-06-30,18.3,1.6143,4.6171,1.02,246.8102,598.2872,6.2642,11.712,10.3659,0.2732,,28540.0,26233.0,9172.1316,522282.0,480063.9,2023-08-05
002272.SZ,2014-06-30,5.02,3.0633,3.6131,1.12,,,1.7343,2.5863,2.3799,0.2988,,41970.0,30572.9688,25920.32,210689.4,153476.3034,2023-08-05
603128.SH,2014-06-30,9.66,2.1904,2.9206,1.16,47.5187,45.3419,2.9477,0.4528,0.4499,0.8282,0.8282,40000.0,16000.0,12000.0,386400.0,154560.0,2023-08-05
601668.SH,2014-06-30,2.82,0.2097,0.4799,1.55,4.1474,3.943,0.7163,0.1242,0.1178,3.7234,8.7943,3000000.0,2985322.0,1304463.8631,8460000.0,8418608.04,2023-08-05
300175.SZ,2014-06-30,4.18,0.8072,1.4346,0.93,112.5764,141.5596,2.6966,3.2687,3.4374,0.2392,0.2392,47080.0,47080.0,26491.52,196794.4,196794.4,2023-08-05
002297.SZ,2014-06-30,10.98,3.5562,4.2113,2.13,,,3.8984,11.9292,12.2631,0.1613,0.1613,39882.1011,21180.75,17885.8488,437905.4701,232564.635,2023-08-05
600497.SH,2014-06-30,9.21,1.3694,2.7249,0.54,26.0564,26.7849,2.0885,0.8496,0.799,1.6287,1.6287,166756.089,166756.089,83805.5689,1535823.5797,1535823.5797,2023-08-05
000046.SZ,2014-06-30,4.47,0.2333,0.9955,1.34,17.2461,17.3267,2.3581,3.4309,3.492,2.2371,5.5928,455731.1768,454641.8928,106525.8976,2037118.3603,2032249.2608,2023-08-05
002641.SZ,2014-06-30,8.35,1.5907,1.5907,1.09,14.8471,16.0247,1.8,1.236,1.215,0.998,1.2974,43200.0,10800.0,10800.0,360720.0,90180.0,2023-08-05
600536.SH,2014-06-30,21.5,7.942,17.3625,1.5,166.8438,606.0407,5.799,3.5674,3.5137,0.1486,0.186,49456.2782,45138.7758,20647.5942,1063309.9813,970483.6797,2023-08-05
600268.SH,2014-06-30,4.96,0.4804,0.9822,1.33,614.8938,,1.415,0.6067,0.6104,2.0161,,63524.6434,63524.6434,31072.4378,315082.2313,315082.2313,2023-08-05
601678.SH,2014-06-30,7.48,1.0231,1.4811,1.86,19.5395,15.324,1.2023,1.204,1.1001,2.0053,2.0053,66000.0,66000.0,45592.1652,493680.0,493680.0,2023-08-05
002235.SZ,2014-06-30,16.61,13.1044,16.5445,1.26,337.352,330.7854,7.2311,5.8422,5.9386,1.5051,,19500.0,10547.1798,8354.1033,323895.0,175188.6565,2023-08-05
002688.SZ,2014-06-30,12.83,3.4577,3.4577,1.49,30.9058,29.9334,3.1242,3.7714,3.6973,1.95,0.97,21784.0,10787.6648,10787.6648,279488.72,138405.7394,2023-08-05
000570.SZ,2014-06-30,7.8,0.758,1.2839,1.44,57.8336,57.3804,2.3855,1.4957,1.5332,0.3205,0.5128,56137.4326,41137.4326,24287.659,437871.9743,320871.9743,2023-08-05
300018.SZ,2014-06-30,8.82,4.6529,6.1376,1.45,44.5153,47.3063,2.4504,8.3807,8.2426,1.1338,1.1338,19500.0,15104.625,11450.75,171990.0,133222.7925,2023-08-05
